"x"
1.38715311010696
-0.100259995428194
-1.42298658510949
0.494772041551625
0.670055713691901
-1.44374712961704
-0.645573973365945
-0.415731671955266
-0.652902407871268
-0.629666676760884
1.76331271851315
4.12336075574455
1.65686988115241
4.11548255190155
1.36737095075694
5.11268135908808
3.74288883995226
7.10691211143518
3.73144789375672
6.64603558980058
2.72628775549411
8.07629251880098
4.29775154657187
5.24091261942328
3.93200738570191
3.72536088442926
2.66450624103466
4.39566607925547
7.13285307054749
5.33356342621346
5.51840245135648
4.2493642464617
4.89143794170656
4.17713623023918
5.25573277966144
9.91570847134334
9.14548439626439
8.34575913242723
6.087808854894
7.45001657061392
7.11522163258514
7.30765329470251
5.73787329089918
4.88841481270888
4.34316703049259
4.73748604662173
5.08391777098854
4.23490763546494
3.09932350296263
3.29867406544171
3.17060268098334
3.20678670352811
3.96405646253721
2.53468874124386
3.70054683111814
6.06059260777333
2.49441371991449
4.00075041586146
3.39064007511682
2.78526850340875
2.97959703560693
0.899188927946727
1.29652870616589
1.42682308832105
1.03086201714094
-0.128725003665084
2.20592868723779
1.52658679798478
1.88753829408418
0.355826907629284
-0.186566471098578
-2.29585593206628
-3.31305679382243
-2.54291843126435
-2.4453939697672
-1.01785653560526
-1.36660575522853
0.225141703167526
-0.761136769965224
-1.3702603345902
-0.109958599768553
-0.997218792080555
-2.50577580315011
-0.808833342240665
-5.1473466850469
-2.71152924870091
-4.34095740129102
-3.9605096072635
-4.66994555432582
-3.92052390153781
-3.18484907285457
-2.82706430037086
-2.58567106998342
-3.09763956951804
-2.19135757636104
-1.98883954605605
-0.694370547421192
-1.63345149611166
-4.00529714369871
-2.07117416221966
-4.36727791110221
-4.53058583862535
-4.74312396614402
-4.26967170457899
-4.7757645227884
-4.15407587983346
-3.87190258435284
-2.17273723493863
-2.05141365036662
-2.01682858805504
-2.23335397815517
-0.751287834026045
-3.15612966857545
-3.18451499837147
-3.99852995374322
-3.54936142056516
-2.17431293533185
-0.191533743279612
-1.82395620058553
-1.47031997353658
-5.60008970305367
-3.07499487105771
-7.84030008386786
-5.57472145024251
-6.93044849248784
-4.28987206091881
-4.64677985349247
-4.27396039481769
-5.73343182422588
-3.76948878437202
-2.99867419411316
-2.6622169723153
-1.14251292237565
-1.77107795094441
-0.809715135861466
-2.76416349931132
-1.06216730002245
0.41523564823364
-2.42444153770431
0.121043720882779
-2.17239453803012
-0.635612765660482
-3.04511613864498
-0.774349038592379
